r,centro,modelo,consec.,desc.,descripción_actual,tipo,mod.,placa,atributos,fecha_adquisición,valor_ingreso,ubicación,observaciones,evidencias,origen
76,922710,"TMXK2-4,T72,TM6-18,M",252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710990,MARCA:SNAP-ON;SERIAL:.;MODELO:TMXK2-4 T72 TM6-18 M;OBSERVACIONES:(14.1)JUEGO DE RACHE DE UN 1\4 COMPUESTO POR:10 COPAS 1COPA DE ROTULA ESCUALIZABLE 2 BARRAS DE EXTENSION Y 1RACHE,2015-03-09,"$452.782,13",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,"SXK5-11,S80A,SN18B",252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710991,MARCA:SNAP-ON;SERIAL:.;MODELO:SXK5-11 S80A SN18B;OBSERVACIONES:(14.2)JUEGO DE RACHE DE 3/8 COMPUESTO POR 1BARRA DE3/8 A 1/2 1RACHE Y 2BARRAS DE EXTENCION,2015-03-09,"$233.207,91",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,FS281-101,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710992,MARCA:SNAP-ON;SERIAL:.;MODELO:FS281-101;OBSERVACIONES:(14.3)JUEGO DE COPA DE 3\8 POR 11 UNIDADES ASI:DE 1\4 A 7/8,2015-03-09,"$268.527,95",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,SFS081-281,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710993,"MARCA:SNAP-ON;SERIAL:.;MODELO:SFS081-281;OBSERVACIONES:(14.4)JUEGO DE COPAS LARGAS DE 3/8"" POR 11 UNIDADES ASI: DE 1/4 A 7/8",2015-03-09,"$409.668,56",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,"FX1,FXK3-6,F80,TW121",252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710994,MARCA:SNAP-ON;SERIAL:.;MODELO:FX1 FXK3-6 F80 TW121;OBSERVACIONES:(14.5)JUEGO DE RACHE DE1/2 COMPUESTA POR 13 COPAS DE 3/8 A1-1/8 DE PLG 2BARRAS DE EXTENSION 1 RACHE Y UNA BARRA CON CABEZA ESCULIZABLE,2015-03-09,"$1.043.854,55",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,AW101SDHK,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710995,MARCA:SNAP-ON;SERIAL:.;MODELO:AW101SDHK;OBSERVACIONES:(14.6)JUEGO DE LLAVES EXAGONALES EN PLG POR 15 EN CAJA METALICA (ALLEN),2015-03-09,"$100.757,78",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,BP16B,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710996,MARCA:BLUE-POINT;SERIAL:.;MODELO:BP16B;OBSERVACIONES:(14.7) MARTILLO DE BOLA DE 16 HOZAS CON MANGO DE MADERA,2015-03-09,"$49.471,97",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,CSA8C,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710997,MARCA:SNAP-ON;SERIAL:.;MODELO:CSA8C;OBSERVACIONES:(14.8)RASQUETON DE CARBON,2015-03-09,"$46.043,61",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,FU8A,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710998,MARCA:SNAP-ON;SERIAL:.;MODELO:FU8A;OBSERVACIONES:(14.9)EXTENSION ESCULIZABLE DE 3\8DE PLG,2015-03-09,"$159.996,57",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,10FMK,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922710999,"MARCA:SNAP-ON;SERIAL:.;MODELO:10FMK;OBSERVACIONES:(18.10)LIMA PLANA DE CORTE MÚLTIPLE 10""",2015-03-09,"$30.695,74",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,GAC1580A,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711000,MARCA:SNAP-ON;SERIAL:.;MODELO:GAC1580A;OBSERVACIONES:(14.11)GAFAS PLASTICAS PARA PROTECCION,2015-03-09,"$26.091,38",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,HBPT16,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711001,MARCA:SNAP-ON;SERIAL:.;MODELO:HBPT16;OBSERVACIONES:(14.12)MARTILLO DE GOMA MANGO PLASTICO,2015-03-09,"$102.830,74",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,OEX12B-28B,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711002,"MARCA:SNAP-ON;SERIAL:.;MODELO:OEX12B-28B;OBSERVACIONES:(14.13)LAVES CONBINADASMIXTAS EN PLG POR 9 UNIDADES ASI DE 3/8 A 7/8""",2015-03-09,"$487.105,55",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,"96CF,47CF,87CF",252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711003,MARCA:SNAP-ON;SERIAL:.;MODELO:96CF 47CF 87CF;OBSERVACIONES:(14.14)JUEGO DE ALICATES POR 3 UNDS ASI:1 PINZA CORTA FRIO 1PINZA SEMIREDONDA 1 ALICATE UNIVERSAL,2015-03-09,"$197.090,58",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,"PPC820B-PPC4A,PPC1A",252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711004,MARCA:SNAP-ON;SERIAL:.;MODELO:PPC820B-PPC4A PPC1A;OBSERVACIONES:(14.15)JUEGO DE HERRAMIENTAS COMPUESTO POR 11 UNIDADES ASI: 3CINCELES PUNTA PLANA 7PUNZONES DE 3/32 A 3/16 Y CALIBRADOR DE GALGAS,2015-03-09,"$366.435,40",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,PT5C,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711005,MARCA:BLUE-POINT;SERIAL:.;MODELO:PT5C;OBSERVACIONES:(14.16)ANTENA EXPANSIBLE DE PUNTA MAGNETICA(TIPO LAPICERO),2015-03-09,"$17.719,81",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,PWC6,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711006,MARCA:BLUE-POINT;SERIAL:.;MODELO:PWC6;OBSERVACIONES:(14.17)ALICATE PELACABLE,2015-03-09,"$30.037,98",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,"SHDP22IRO-42,SHD80",252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711007,MARCA:SNAP-ON;SERIAL:.;MODELO:SHDP22IRO-42 SHD80;OBSERVACIONES:(14.18)JUEGO DE DESTORNILLADORES MANGO PLASTICO COMPUESTO POR 8 UNDS ASI: 5 PALA Y 3 DE ESTRIAS,2015-03-09,"$258.103,35",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,MCAL6A,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711008,"MARCA:BLUE-POINT;SERIAL:.;MODELO:MCAL6A;OBSERVACIONES:(14.19)CALIBRADOR DIGITAL ELECTRONICO RANGO ES DE 0 A 6""(0 A 150MM)",2015-03-09,"$115.248,56",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,PWC34,252191,HERRAMIENTA VARIA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD ESPECIFICACION N.A.,4,INVE,922711009,MARCA:SNAP-ON;SERIAL:.;MODELO:PWC34;OBSERVACIONES:(14.20)PONCHADORA,2015-03-09,"$140.981,16",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,CLASSIC 60,263726,CARRO DE SERVICIOS,TIPO ELEMENTO DEVOLUTIVO CAPACIDAD N.A. USO N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA CON ENTREPAÑOS MATERIAL METALICO,4,INVE,922711010,MARCA:SNAP-ON;SERIAL:.;MODELO:CLASSIC 60;OBSERVACIONES:PORTAHERRAMIENTAS CON GAVETAS DESPLASABLE SOBRE ROACHINES,2015-03-09,"$4.536.651,28",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,INDUSRIAL TRIFASICO,277131,TRANSFORMADOR,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE VOLTAJE POTENCIA N.A.,4,INVE,922711377,MARCA:MAGOM;SERIAL:31141185;MODELO:INDUSRIAL TRIFASICO;OBSERVACIONES:ELEVADOR 220 A 440VAC PONTENCIA 1.5KVA 2785,2015-09-02,"$2.004.480,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,NEUMATICA,253269,SILLA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE SECRETARIAL CARACTERISTICA CON RODACHINES COLOR VERDE MATERIAL PAÑO SISTEMA NEUMATICA,4,INVE,922711388,MARCA:.;SERIAL:.;MODELO:NEUMATICA;OBSERVACIONES:SILLAS SECRETARIALES GIRATORIAS SIN BRAZOS ELEVACIÓN NEUMÁTICA ESPALDAR ALTO FORRADAS EN TELA FLEXIBLE Y TRANSPIRABLE Y ESPUMA DE ALTA DENSIDAD 3661,2015-12-15,"$165.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,TB550,259597,TALADRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA MANUAL POTENCIA N.A.,4,INVE,922711560,"MARCA:BLACK & DECKER;SERIAL:.;MODELO:TB550;OBSERVACIONES:ELECTRICO CON MADRIL HASTA 378"" CTO 3805",2015-12-28,"$75.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,TB550,259597,TALADRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA MANUAL POTENCIA N.A.,4,INVE,922711562,"MARCA:BLACK & DECKER;SERIAL:.;MODELO:TB550;OBSERVACIONES:ELECTRICO CON MADRIL HASTA 378"" CTO 3805",2015-12-28,"$75.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,TB550,259597,TALADRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA MANUAL POTENCIA N.A.,4,INVE,922711578,"MARCA:BLACK & DECKER;SERIAL:.;MODELO:TB550;OBSERVACIONES:ELECTRICO CON MADRIL HASTA 378"" CTO 3805",2015-12-28,"$75.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,TB550,259597,TALADRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA MANUAL POTENCIA N.A.,4,INVE,922711583,"MARCA:BLACK & DECKER;SERIAL:.;MODELO:TB550;OBSERVACIONES:ELECTRICO CON MADRIL HASTA 378"" CTO 3805",2015-12-28,"$75.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,CT100,267259,MAQUINAS Y HERRAMIENTAS,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA UNIVERSAL POTENCIA N.A. DIMENSION N.A. NOMBRE PONCHADORA,4,INVE,922711628,MARCA:PANDUIT;SERIAL:.;MODELO:CT100;OBSERVACIONES:CTO 3774,2015-12-29,"$1.162.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,CT-1000,267259,MAQUINAS Y HERRAMIENTAS,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA UNIVERSAL POTENCIA N.A. DIMENSION N.A. NOMBRE PONCHADORA,4,INVE,922711629,MARCA:PANDUIT;SERIAL:.;MODELO:CT-1000;OBSERVACIONES:CTO 3774,2015-12-29,"$1.162.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,PANTHER LS8E,271688,IMPRESORA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA BICOLOR TECNOLOGIA N.A.,4,INVE,922711630,MARCA:PANDUIT;SERIAL:.;MODELO:PANTHER LS8E;OBSERVACIONES:DE ETIQUETAS CTO 3774,2015-12-29,"$1.050.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,,233353,LENTE,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A.,4,INVE,922711669,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:ILUMINADA 90 LED CTO 3761 LOTE 2,2015-12-29,"$317.790,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,,256109,APARATOS DE LABORATORIO,TIPO ELEMENTO DEVOLUTIVO CAPACIDAD N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A. MATERIAL ALUMINIO NOMBRE BANDEJA,4,INVE,922711672,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:DE ALMACENAMIENTO ELECTROSTATICA CTO 3761 LOTE 2,2015-12-29,"$353.840,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,,256109,APARATOS DE LABORATORIO,TIPO ELEMENTO DEVOLUTIVO CAPACIDAD N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A. MATERIAL ALUMINIO NOMBRE BANDEJA,4,INVE,922711673,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:DE ALMACENAMIENTO ELECTROSTATICA CTO 3761 LOTE 2,2015-12-29,"$353.840,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,,256109,APARATOS DE LABORATORIO,TIPO ELEMENTO DEVOLUTIVO CAPACIDAD N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A. MATERIAL ALUMINIO NOMBRE BANDEJA,4,INVE,922711674,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:DE ALMACENAMIENTO ELECTROSTATICA CTO 3761 LOTE 2,2015-12-29,"$353.840,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,,232758,CORTADORA,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A.,4,INVE,922711729,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:SIST PARA EL CORTE DE ACRILICOS MADERA Y OTROS LASER DE 60W Y UN SOFTWARE CTO 3810,2015-12-30,"$24.794.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,,273328,COMPONENTE ELECTRONICO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A. NOMBRE EQUIPO VERIFICADOR,4,INVE,922711730,MARCA:N/A;SERIAL:.;MODELO:N/A;OBSERVACIONES:EQUIPO PARA ELABORAR OBJETOS SOLIDOS EN 3 DIMENSIONES CTO 3810,2015-12-30,"$14.965.433,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,3254AG1,277856,COMPUTADOR PORTATIL,"TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD PROCESADOR INTEL CORE I7 DISCO DURO 500 GB MEMORIA RAM DE 4 GB PANTALLA 14"" PULGADAS UNIDAD LECTORA DVD-R/RW",4,INVE,922711962,MARCA:LENOVO;SERIAL:MPOFT2W;MODELO:3254AG1;OBSERVACIONES:INCLUYE:CARGADOR BATERIA MOUSE USB DIADEMA GUAYA DE SEGURIDAD Y MALETIN,2012-09-14,"$1.300.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,3254AG1,277856,COMPUTADOR PORTATIL,"TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD PROCESADOR INTEL CORE I7 DISCO DURO 500 GB MEMORIA RAM DE 4 GB PANTALLA 14"" PULGADAS UNIDAD LECTORA DVD-R/RW",4,INVE,922711977,MARCA:LENOVO;SERIAL:MPOFRWH;MODELO:3254AG1;OBSERVACIONES:INCLUYE:CARGADOR BATERIA MOUSE USB DIADEMA GUAYA DE SEGURIDAD Y MALETIN,2012-09-14,"$1.300.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,8007-0499,231821,ESTACION,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE SOLDADURA,4,INVE,922712379,MARCA:PACE;SERIAL:010-101-B-003-42621;MODELO:8007-0499;OBSERVACIONES:ESTACION DE SOLDADURA CON TECNOLOGIA DE CONTROL INTELLINHEAD 1 CANAL TIP HEATER COMPATIBLE HANDPIECES=205° TO 454°C (400° TO 850°F)NOMINAL 97-127 VAC 50/60HZ 90W MAX 197-253 VAC 50/60HZ 90WMAX 2921,2016-11-22,"$916.380,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,8007-0499,231821,ESTACION,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE SOLDADURA,4,INVE,922712381,MARCA:PACE;SERIAL:010-101-B-007-42621;MODELO:8007-0499;OBSERVACIONES:ESTACION DE SOLDADURA CON TECNOLOGIA DE CONTROL INTELLINHEAD 1 CANAL TIP HEATER COMPATIBLE HANDPIECES=205° TO 454°C (400° TO 850°F)NOMINAL 97-127 VAC 50/60HZ 90W MAX 197-253 VAC 50/60HZ 90WMAX 2921,2016-11-22,"$916.380,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,SZM7045TR,246740,MICROSCOPIO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CLASE TRINOCULAR CARACTERISTICA N.A.,4,INVE,922712383,MARCA:MADELL TECHNOLOGY CORPORATION;SERIAL:.;MODELO:SZM7045TR;OBSERVACIONES:MICROSCOPIO TRINOCULAR PARA INSPECCION DE CIRCUITOS IMPRESOS 2921,2016-11-22,"$3.731.535,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,MSOX2014A,273671,OSCILOSCOPIO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DIGITAL PANTALLA N.A. TECNOLOGIA N.A.,4,INVE,922712384,MARCA:KEYSINGHT;SERIAL:MY56270465;MODELO:MSOX2014A;OBSERVACIONES:OSCILOSCOPIO DIGITAL DE 4 CHANNELS 100MHZ TIENE FUNCIONES DE OSCILOSCOPI ANALIZADOR LOGICO Y UN GENERADOR DE FUNCIONES EN UNTAMAÑO COMPACTO PARA UBICAR EN MESA DE LABORATORIO 2921,2016-11-22,"$15.627.015,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,AFG-3081,233454,GENERADOR,TIPO ELEMENTO DEVOLUTIVO USO DE FUNCIONES UNIDAD DE MEDIDA UNIDAD CARACTERISTICA N.A.,4,INVE,922712385,MARCA:INSTEK;SERIAL:GEP150825;MODELO:AFG-3081;OBSERVACIONES: GENERADOR DE FUNCIONES DE 80MHZ 2921,2016-11-22,"$9.126.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,8007-0454,231821,ESTACION,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE SOLDADURA,4,INVE,922712386,MARCA:PACE;SERIAL:020-097-A-002-42626;MODELO:8007-0454;OBSERVACIONES:ESTACION DE SOLDADURA DE RETRABAJO 2921,2016-11-22,"$6.247.215,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,8007-0454,231821,ESTACION,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE SOLDADURA,4,INVE,922712387,MARCA:PACE;SERIAL:020-097-A-001-42628;MODELO:8007-0454;OBSERVACIONES:ESTACION DE SOLDADURA DE RETRABAJO 2921,2016-11-22,"$6.247.215,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,2231A-30-3,282195,FUENTE DE ALIMENTACION,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE 3 FASES,4,INVE,922712389,MARCA:KEITHLEY;SERIAL:802196010717010021;MODELO:2231A-30-3;OBSERVACIONES:FUNENTE TRIPLE DE VOLTAJE DC POSEE DOS CANALES TENCION DE 0V A 30V Y 3A Y UN CANAL QUE PUEDE ENTREGAR UNA TENSION CONSTANTE DE 5V A 3A EL AJUSTE DE LA TENSION 2921,2016-11-22,"$3.015.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,2231A-30-3,282195,FUENTE DE ALIMENTACION,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE 3 FASES,4,INVE,922712390,MARCA:KEITHLEY;SERIAL:802196010716910117;MODELO:2231A-30-3;OBSERVACIONES:FUNENTE TRIPLE DE VOLTAJE DC POSEE DOS CANALES TENCION DE 0V A 30V Y 3A Y UN CANAL QUE PUEDE ENTREGAR UNA TENSION CONSTANTE DE 5V A 3A EL AJUSTE DE LA TENSION 2921,2016-11-22,"$3.015.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,.,282888,EXTRACTOR,TIPO ELEMENTO DEVOLUTIVO TAMAÑO N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA INTERCAMBIABLE,4,INVE,922712391,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:EXTRACTORES DE HUMO NOCIVO PARA PROVENIENTES DE PROCESOS DE LA SOLDADURA CON SISTEMA MINIMO DE 2 BOQUILLAS PARA INSTALAR MANGUERAS DE EXTRACCION SEGURO ANTE DESCARGAS ELECTROESTATICAS 2921,2016-11-23,"$6.053.895,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,980-S036,261585,PISTOLA,TIPO ELEMENTO DEVOLUTIVO USO N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ELECTRICO (A) POTENCIA N.A.,4,INVE,922712393,MARCA:3M;SERIAL:9801617048;MODELO:980-S036;OBSERVACIONES: PISTOLA IONIZADORA 2921,2016-11-23,"$3.722.243,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,EYE-02,263661,MEDIDOR DE CAMPO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA ELECTRONICO PARA HFC CON PANTALLA TOCH SCREEN Y LAPIZ,4,INVE,922712394,MARCA:VESSEL;SERIAL:1172;MODELO:EYE-02;OBSERVACIONES:MEDIDOR DE CARGAS ELECTRO ESTATICAS Y BALANCE IONICO,2016-11-23,"$3.267.508,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,2110-120-GPIB,277151,MULTIMETRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DIGITAL DE BANCO VOLTAJE N.A.,4,INVE,922712395,MARCA:KEITHLEY;SERIAL:8003311;MODELO:2110-120-GPIB;OBSERVACIONES:MULTIMETRO DIGITAL DE BANCO DE 5 1/2 Y 200 CUENTA CON UNA PRECISION DEL 0.012% MIDE CORRIENTE EN UN RANGO DE 10MA A 10A HASTA 1000V EN DC Y 750V EN AC 2921,2016-11-23,"$3.451.500,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,2110-120-GPIB,277151,MULTIMETRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DIGITAL DE BANCO VOLTAJE N.A.,4,INVE,922712396,MARCA:KEITHLEY;SERIAL: 8003187;MODELO:2110-120-GPIB;OBSERVACIONES:MULTIMETRO DIGITAL DE BANCO DE 5 1/2 Y 200 CUENTA CON UNA PRECISION DEL 0.012% MIDE CORRIENTE EN UN RANGO DE 10MA A 10A HASTA 1000V EN DC Y 750V EN AC 2921,2016-11-23,"$3.451.500,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,6-25-120/60,284457,COMPRESOR,TIPO ELEMENTO DEVOLUTIVO CAPACIDAD N.A. UNIDAD DE MEDIDA UNIDAD CARACTERISTICA DE AIRE POTENCIA N.A.,4,INVE,922712405,MARCA:JUN - AIR;SERIAL:816800393;MODELO:6-25-120/60;OBSERVACIONES:COMPRESOR DE AIRE DE 25 LITROS CON UN NIVEL DE RUIDO MENOR A 45DB 2921,2016-11-23,"$11.622.614,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,.,252961,EXTRACTOR DE AIRE,TIPO ELEMENTO DEVOLUTIVO TAMAÑO 1.00 X 1.50 MT UNIDAD DE MEDIDA UNIDAD CARACTERISTICA VENTILACION AL EXTERIOR,4,INVE,922712527,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:EXTRACTOR DE AIRE DE TECHO 2919,2016-11-30,"$765.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,.,244823,TALADRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA INDUSTRIAL POTENCIA N.A.,4,INVE,922712595,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:HERRAMIENTA ROTATIVA DE VELOCIDAD VARIABLE DE 5000 A 35000RPM CON MOTOR DE ALTO RENDIMIENTO RETROALIMENTACIÓN ELECTRÓNICA PARA LA VELOCIDAD CONSTANTE BAJO CARGA. 3392,2016-12-20,"$435.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
76,922710,.,244823,TALADRO,TIPO ELEMENTO DEVOLUTIVO UNIDAD DE MEDIDA UNIDAD CARACTERISTICA INDUSTRIAL POTENCIA N.A.,4,INVE,922712597,MARCA:.;SERIAL:.;MODELO:.;OBSERVACIONES:HERRAMIENTA ROTATIVA DE VELOCIDAD VARIABLE DE 5000 A 35000RPM CON MOTOR DE ALTO RENDIMIENTO RETROALIMENTACIÓN ELECTRÓNICA PARA LA VELOCIDAD CONSTANTE BAJO CARGA. 3392,2016-12-20,"$435.000,00",,,,ALVAREZ DIAZ JUAN GONZALO
